# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  623       6.309419959542e-10       6.808508352696e-13      -3.214776637545e-12       0.000000000000e+00       4.993394706366e-14      -8.557053363638e-15       8.612170683477e-17 
  624       6.302077941308e-10       6.844120921478e-13      -2.996371645876e-12       0.000000000000e+00       4.964136181479e-14      -8.509576403148e-15       8.266354431013e-17 
  625       6.294401906230e-10       6.883255781190e-13      -2.778107976936e-12       0.000000000000e+00       4.935082319626e-14      -8.463074344110e-15       7.922454782289e-17 
  626       6.286393604580e-10       6.925914451792e-13      -2.560036417340e-12       0.000000000000e+00       4.906232403152e-14      -8.417508520477e-15       7.580482929703e-17 
  627       6.278054831867e-10       6.972098157207e-13      -2.342208301311e-12       0.000000000000e+00       4.877585670958e-14      -8.372839656945e-15       7.240449889557e-17 
  628       6.269387429042e-10       7.021807823724e-13      -2.124675512671e-12       0.000000000000e+00       4.849141318264e-14      -8.329027866350e-15       6.902366500836e-17 
  629       6.260393282697e-10       7.075044078397e-13      -1.907490486830e-12       0.000000000000e+00       4.820898496382e-14      -8.286032647068e-15       6.566243423986e-17 
  630       6.251074325274e-10       7.131807247454e-13      -1.690706212775e-12       0.000000000000e+00       4.792856312487e-14      -8.243812880407e-15       6.232091139685e-17 
  631       6.241432535265e-10       7.192097354699e-13      -1.474376235058e-12       0.000000000000e+00       4.765013829381e-14      -8.202326828015e-15       5.899919947622e-17 
  632       6.231469937415e-10       7.255914119916e-13      -1.258554655785e-12       0.000000000000e+00       4.737370065267e-14      -8.161532129268e-15       5.569739965274e-17 
  633       6.221188602929e-10       7.323256957275e-13      -1.043296136605e-12       0.000000000000e+00       4.709923993516e-14      -8.121385798676e-15       5.241561126682e-17 
  634       6.210590649671e-10       7.394124973731e-13      -8.286559006995e-13       0.000000000000e+00       4.682674542439e-14      -8.081844223275e-15       4.915393181224e-17 
  635       6.199678242374e-10       7.468516967433e-13      -6.146897347709e-13       0.000000000000e+00       4.655620595053e-14      -8.042863160032e-15       4.591245692395e-17 
  636       6.188453592835e-10       7.546431426125e-13      -4.014539910313e-13       0.000000000000e+00       4.628760988851e-14      -8.004397733236e-15       4.269128036580e-17 
  637       6.176918960127e-10       7.627866525551e-13      -1.890055891914e-13       0.000000000000e+00       4.602094515575e-14      -7.966402431900e-15       3.949049401834e-17 
  638       6.165076650796e-10       7.712820127860e-13       2.259798155017e-14       0.000000000000e+00       4.575619920980e-14      -7.928831107159e-15       3.631018786655e-17 
  639       6.152929019069e-10       7.801289780006e-13       2.332986605186e-13       0.000000000000e+00       4.549335904608e-14      -7.891636969669e-15       3.315044998759e-17 
  640       6.140478467056e-10       7.893272712159e-13       4.430378135736e-13       0.000000000000e+00       4.523241119554e-14      -7.854772587002e-15       3.001136653860e-17 
  641       6.127727444951e-10       7.988765836100e-13       6.517562311206e-13       0.000000000000e+00       4.497334172239e-14      -7.818189881047e-15       2.689302174444e-17 
  642       6.114678451241e-10       8.087765743631e-13       8.593941261218e-13       0.000000000000e+00       4.471613622174e-14      -7.781840125406e-15       2.379549788545e-17 
  643       6.101334032904e-10       8.190268704981e-13       1.065891132107e-12       0.000000000000e+00       4.446077981736e-14      -7.745673942795e-15       2.071887528522e-17 
  644       6.087696785617e-10       8.296270667200e-13       1.271186301187e-12       0.000000000000e+00       4.420725715931e-14      -7.709641302438e-15       1.766323229834e-17 
  645       6.073769353956e-10       8.405767252575e-13       1.475218102059e-12       0.000000000000e+00       4.395555242167e-14      -7.673691517471e-15       1.462864529817e-17 
  646       6.059554431602e-10       8.518753757026e-13       1.677924418026e-12       0.000000000000e+00       4.370564930025e-14      -7.637773242334e-15       1.161518866460e-17 
  647       6.045054761544e-10       8.635225148512e-13       1.879242544999e-12       0.000000000000e+00       4.345753101023e-14      -7.601834470173e-15       8.622934771820e-18 
  648       6.030273136282e-10       8.755176065435e-13       2.079109189517e-12       0.000000000000e+00       4.321118028389e-14      -7.565822530238e-15       5.651953976048e-18 
  649       6.015212398030e-10       8.878600815046e-13       2.277460466749e-12       0.000000000000e+00       4.296657936832e-14      -7.529684085277e-15       2.702314603336e-18 
  650       5.999875438921e-10       9.005493371844e-13       2.474231898514e-12       0.000000000000e+00       4.272371002307e-14      -7.493365128940e-15      -2.259170626987e-19 
  651       5.984265201210e-10       9.135847375985e-13       2.669358411284e-12       0.000000000000e+00       4.248255351787e-14      -7.456810983175e-15      -3.132676793099e-18 
  652       5.968384677477e-10       9.269656131684e-13       2.862774334202e-12       0.000000000000e+00       4.224309063033e-14      -7.419966295624e-15      -6.017902425813e-18 
  653       5.952236910832e-10       9.406912605619e-13       3.054413397089e-12       0.000000000000e+00       4.200530164361e-14      -7.382775037023e-15      -8.881533877929e-18 
  654       5.935824995116e-10       9.547609425333e-13       3.244208728456e-12       0.000000000000e+00       4.176916634412e-14      -7.345180498601e-15      -1.172351315791e-17 
  655       5.919152075108e-10       9.691738877641e-13       3.432092853514e-12       0.000000000000e+00       4.153466401925e-14      -7.307125289476e-15      -1.454378437786e-17 
  656       5.902221346726e-10       9.839292907034e-13       3.617997692189e-12       0.000000000000e+00       4.130177345500e-14      -7.268551334054e-15      -1.734229376570e-17 
  657       5.885036057229e-10       9.990263114078e-13       3.801854557130e-12       0.000000000000e+00       4.107047293374e-14      -7.229399869429e-15      -2.011898967749e-17 
  658       5.867599505427e-10       1.014464075383e-12       3.983594151718e-12       0.000000000000e+00       4.084074023185e-14      -7.189611442779e-15      -2.287382260960e-17 
  659       5.849915041877e-10       1.030241673421e-12       4.163146568083e-12       0.000000000000e+00       4.061255261743e-14      -7.149125908763e-15      -2.560674521096e-17 
  660       5.831986069091e-10       1.046358161447e-12       4.340441285111e-12       0.000000000000e+00       4.038588684803e-14      -7.107882426922e-15      -2.831771229536e-17 
  661       5.813816132945e-10       1.062812155090e-12       4.515413710901e-12       0.000000000000e+00       4.016072245119e-14      -7.065834500703e-15      -3.100672165408e-17 
  662       5.795409198703e-10       1.079600603939e-12       4.688024972535e-12       0.000000000000e+00       3.993705165045e-14      -7.022995463818e-15      -3.367393745731e-17 
  663       5.776769381484e-10       1.096719989942e-12       4.858242558778e-12       0.000000000000e+00       3.971486965366e-14      -6.979393991797e-15      -3.631956959818e-17 
  664       5.757900855833e-10       1.114166729956e-12       5.026033814946e-12       0.000000000000e+00       3.949417138854e-14      -6.935059152699e-15      -3.894383316211e-17 
  665       5.738807855949e-10       1.131937175472e-12       5.191365942716e-12       0.000000000000e+00       3.927495150127e-14      -6.890020408635e-15      -4.154694845017e-17 
  666       5.719494675915e-10       1.150027612347e-12       5.354205999928e-12       0.000000000000e+00       3.905720435503e-14      -6.844307617292e-15      -4.412914100255e-17 
  667       5.699965669926e-10       1.168434260529e-12       5.514520900397e-12       0.000000000000e+00       3.884092402868e-14      -6.797951033456e-15      -4.669064162194e-17 
  668       5.680225252516e-10       1.187153273791e-12       5.672277413712e-12       0.000000000000e+00       3.862610431528e-14      -6.750981310535e-15      -4.923168639705e-17 
  669       5.660277898790e-10       1.206180739459e-12       5.827442165045e-12       0.000000000000e+00       3.841273872071e-14      -6.703429502083e-15      -5.175251672592e-17 
  670       5.640128144649e-10       1.225512678139e-12       5.979981634957e-12       0.000000000000e+00       3.820082046228e-14      -6.655327063321e-15      -5.425337933943e-17 
  671       5.619780587021e-10       1.245145043450e-12       6.129862159204e-12       0.000000000000e+00       3.799034246729e-14      -6.606705852661e-15      -5.673452632472e-17 
  672       5.599239884089e-10       1.265073721748e-12       6.277049928542e-12       0.000000000000e+00       3.778129737166e-14      -6.557598133231e-15      -5.919621514857e-17 
  673       5.578510755519e-10       1.285294531862e-12       6.421510988532e-12       0.000000000000e+00       3.757367751850e-14      -6.508036574396e-15      -6.163870868087e-17 
  674       5.557597982688e-10       1.305803224816e-12       6.563211239348e-12       0.000000000000e+00       3.736747495673e-14      -6.458054253279e-15      -6.406227521804e-17 
  675       5.536506408914e-10       1.326595483566e-12       6.702116435580e-12       0.000000000000e+00       3.716268143962e-14      -6.407684656289e-15      -6.646718850645e-17 
  676       5.515240939685e-10       1.347666922722e-12       6.838192186045e-12       0.000000000000e+00       3.695928842344e-14      -6.356961680643e-15      -6.885372776584e-17 
  677       5.493806542886e-10       1.369013088281e-12       6.971403953586e-12       0.000000000000e+00       3.675728706604e-14      -6.305919635883e-15      -7.122217771279e-17 
  678       5.472208249026e-10       1.390629457356e-12       7.101717054882e-12       0.000000000000e+00       3.655666822544e-14      -6.254593245409e-15      -7.357282858408e-17 
  679       5.450451151472e-10       1.412511437905e-12       7.229096660253e-12       0.000000000000e+00       3.635742245839e-14      -6.203017647994e-15      -7.590597616016e-17 
  680       5.428540406672e-10       1.434654368462e-12       7.353507793467e-12       0.000000000000e+00       3.615954001903e-14      -6.151228399310e-15      -7.822192178859e-17 
  681       5.406481234387e-10       1.457053517860e-12       7.474915331543e-12       0.000000000000e+00       3.596301085744e-14      -6.099261473451e-15      -8.052097240744e-17 
  682       5.384278917917e-10       1.479704084969e-12       7.593284004559e-12       0.000000000000e+00       3.576782461824e-14      -6.047153264458e-15      -8.280344056871e-17 
  683       5.361938804333e-10       1.502601198420e-12       7.708578395459e-12       0.000000000000e+00       3.557397063918e-14      -5.994940587838e-15      -8.506964446179e-17 
  684       5.339466304701e-10       1.525739916332e-12       7.820762939853e-12       0.000000000000e+00       3.538143794976e-14      -5.942660682091e-15      -8.731990793686e-17 
  685       5.316866894315e-10       1.549115226050e-12       7.929801925831e-12       0.000000000000e+00       3.519021526981e-14      -5.890351210229e-15      -8.955456052835e-17 
  686       5.294146112923e-10       1.572722043864e-12       8.035659493763e-12       0.000000000000e+00       3.500029100804e-14      -5.838050261305e-15      -9.177393747832e-17 
  687       5.271309564956e-10       1.596555214745e-12       8.138299636106e-12       0.000000000000e+00       3.481165326072e-14      -5.785796351928e-15      -9.397837975993e-17 
  688       5.248362919758e-10       1.620609512073e-12       8.237686197212e-12       0.000000000000e+00       3.462428981020e-14      -5.733628427795e-15      -9.616823410083e-17 
  689       5.225311911811e-10       1.644879637364e-12       8.333782873131e-12       0.000000000000e+00       3.443818812355e-14      -5.681585865207e-15      -9.834385300665e-17 
  690       5.202162340967e-10       1.669360220001e-12       8.426553211418e-12       0.000000000000e+00       3.425333535113e-14      -5.629708472595e-15      -1.005055947843e-16 
  691       5.178920072676e-10       1.694045816964e-12       8.515960610940e-12       0.000000000000e+00       3.406971832517e-14      -5.578036492044e-15      -1.026538235657e-16 
  692       5.155591038214e-10       1.718930912557e-12       8.601968321679e-12       0.000000000000e+00       3.388732355842e-14      -5.526610600814e-15      -1.047889093306e-16 
  693       5.132181234911e-10       1.744009918140e-12       8.684539444542e-12       0.000000000000e+00       3.370613724269e-14      -5.475471912865e-15      -1.069112279308e-16 
  694       5.108696726379e-10       1.769277171856e-12       8.763636931161e-12       0.000000000000e+00       3.352614524744e-14      -5.424661980376e-15      -1.090211611129e-16 
  695       5.085143642745e-10       1.794726938360e-12       8.839223583705e-12       0.000000000000e+00       3.334733311845e-14      -5.374222795275e-15      -1.111190965423e-16 
  696       5.061528180874e-10       1.820353408551e-12       8.911262054681e-12       0.000000000000e+00       3.316968607631e-14      -5.324196790756e-15      -1.132054278259e-16 
  697       5.037856604599e-10       1.846150699299e-12       8.979714846743e-12       0.000000000000e+00       3.299318901508e-14      -5.274626842805e-15      -1.152805545364e-16 
  698       5.014135244951e-10       1.872112853175e-12       9.044544312497e-12       0.000000000000e+00       3.281782650088e-14      -5.225556271723e-15      -1.173448822350e-16 
  699       4.990370500390e-10       1.898233838180e-12       9.105712654306e-12       0.000000000000e+00       3.264358277047e-14      -5.177028843647e-15      -1.193988224952e-16 
  700       4.966568513753e-10       1.924507595916e-12       9.163188334672e-12       0.000000000000e+00       3.247044388485e-14      -5.129079525615e-15      -1.214426640979e-16 
  701       4.942734195281e-10       1.950928187751e-12       9.216965454310e-12       0.000000000000e+00       3.229840424223e-14      -5.081706536368e-15      -1.234761836259e-16 
  702       4.918872179697e-10       1.977489651165e-12       9.267044777340e-12       0.000000000000e+00       3.212746019793e-14      -5.034898716368e-15      -1.254990268041e-16 
  703       4.894987147786e-10       2.004185951321e-12       9.313427358643e-12       0.000000000000e+00       3.195760792084e-14      -4.988644720798e-15      -1.275108365853e-16 
  704       4.871083826547e-10       2.031010980811e-12       9.356114545229e-12       0.000000000000e+00       3.178884339247e-14      -4.942933018826e-15      -1.295112531423e-16 
  705       4.847166989337e-10       2.057958559393e-12       9.395107977614e-12       0.000000000000e+00       3.162116240611e-14      -4.897751892864e-15      -1.314999138595e-16 
  706       4.823241456026e-10       2.085022433734e-12       9.430409591195e-12       0.000000000000e+00       3.145456056594e-14      -4.853089437831e-15      -1.334764533249e-16 
  707       4.799312093144e-10       2.112196277151e-12       9.462021617617e-12       0.000000000000e+00       3.128903328617e-14      -4.808933560413e-15      -1.354405033222e-16 
  708       4.775383814029e-10       2.139473689353e-12       9.489946586152e-12       0.000000000000e+00       3.112457579012e-14      -4.765271978329e-15      -1.373916928225e-16 
  709       4.751461578981e-10       2.166848196181e-12       9.514187325074e-12       0.000000000000e+00       3.096118310937e-14      -4.722092219589e-15      -1.393296479764e-16 
  710       4.727550395407e-10       2.194313249346e-12       9.534746963026e-12       0.000000000000e+00       3.079885008290e-14      -4.679381621757e-15      -1.412539921058e-16 
  711       4.703655317973e-10       2.221862226178e-12       9.551628930398e-12       0.000000000000e+00       3.063757135616e-14      -4.637127331215e-15      -1.431643456959e-16 
  712       4.679781448752e-10       2.249488429359e-12       9.564836960701e-12       0.000000000000e+00       3.047734138024e-14      -4.595316302420e-15      -1.450603263870e-16 
  713       4.655933937375e-10       2.277185086668e-12       9.574375091938e-12       0.000000000000e+00       3.031815441096e-14      -4.553935297172e-15      -1.469415489666e-16 
  714       4.632117981181e-10       2.304945350724e-12       9.580247667979e-12       0.000000000000e+00       3.016000450799e-14      -4.512970883870e-15      -1.488076253612e-16 
  715       4.608338825363e-10       2.332762298722e-12       9.582459339935e-12       0.000000000000e+00       3.000288553400e-14      -4.472409436779e-15      -1.506581646284e-16 
  716       4.584601763121e-10       2.360628932178e-12       9.581015067531e-12       0.000000000000e+00       2.984679115375e-14      -4.432237135287e-15      -1.524927729483e-16 
  717       4.560912135811e-10       2.388538176669e-12       9.575920120477e-12       0.000000000000e+00       2.969171483324e-14      -4.392439963172e-15      -1.543110536162e-16 
  718       4.537275333092e-10       2.416482881573e-12       9.567180079846e-12       0.000000000000e+00       2.953764983880e-14      -4.353003707859e-15      -1.561126070340e-16 
  719       4.513696793080e-10       2.444455819812e-12       9.554800839445e-12       0.000000000000e+00       2.938458923623e-14      -4.313913959685e-15      -1.578970307022e-16 
  720       4.490182002493e-10       2.472449687593e-12       9.538788607188e-12       0.000000000000e+00       2.923252588992e-14      -4.275156111160e-15      -1.596639192119e-16 
  721       4.466736496802e-10       2.500457104146e-12       9.519149906472e-12       0.000000000000e+00       2.908145246197e-14      -4.236715356229e-15      -1.614128642366e-16 
  722       4.443365860383e-10       2.528470611469e-12       9.495891577547e-12       0.000000000000e+00       2.893136141130e-14      -4.198576689533e-15      -1.631434545244e-16 
  723       4.420075726662e-10       2.556482674069e-12       9.469020778892e-12       0.000000000000e+00       2.878224499279e-14      -4.160724905672e-15      -1.648552758897e-16 
  724       4.396871778269e-10       2.584485678698e-12       9.438544988590e-12       0.000000000000e+00       2.863409525638e-14      -4.123144598467e-15      -1.665479112050e-16 
  725       4.373759747185e-10       2.612471934101e-12       9.404472005696e-12       0.000000000000e+00       2.848690404622e-14      -4.085820160221e-15      -1.682209403932e-16 
  726       4.350745414890e-10       2.640433670753e-12       9.366809951618e-12       0.000000000000e+00       2.834066299975e-14      -4.048735780979e-15      -1.698739404191e-16 
  727       4.327834612517e-10       2.668363040599e-12       9.325567271481e-12       0.000000000000e+00       2.819536354687e-14      -4.011875447796e-15      -1.715064852816e-16 
  728       4.305033220997e-10       2.696252116800e-12       9.280752735513e-12       0.000000000000e+00       2.805099690901e-14      -3.975222943992e-15      -1.731181460058e-16 
  729       4.282347171212e-10       2.724092893470e-12       9.232375440405e-12       0.000000000000e+00       2.790755409831e-14      -3.938761848417e-15      -1.747084906343e-16 
  730       4.259782444143e-10       2.751877285416e-12       9.180444810696e-12       0.000000000000e+00       2.776502591666e-14      -3.902475534715e-15      -1.762770842197e-16 
  731       4.237345071017e-10       2.779597127886e-12       9.124970600139e-12       0.000000000000e+00       2.762340295492e-14      -3.866347170580e-15      -1.778234888163e-16 
  732       4.215041133462e-10       2.807244176301e-12       9.065962893077e-12       0.000000000000e+00       2.748267559195e-14      -3.830359717024e-15      -1.793472634720e-16 
  733       4.192876763651e-10       2.834810106004e-12       9.003432105818e-12       0.000000000000e+00       2.734283399379e-14      -3.794495927635e-15      -1.808479642204e-16 
  734       4.170858144457e-10       2.862286511995e-12       8.937388988007e-12       0.000000000000e+00       2.720386811276e-14      -3.758738347841e-15      -1.823251440724e-16 
  735       4.148991509597e-10       2.889664908677e-12       8.867844623999e-12       0.000000000000e+00       2.706576768658e-14      -3.723069314171e-15      -1.837783530084e-16 
  736       4.127283143785e-10       2.916936729593e-12       8.794810434233e-12       0.000000000000e+00       2.692852223749e-14      -3.687470953516e-15      -1.852071379701e-16 
  737       4.105739382880e-10       2.944093327170e-12       8.718298176607e-12       0.000000000000e+00       2.679212107139e-14      -3.651925182392e-15      -1.866110428527e-16 
  738       4.084366614036e-10       2.971125972459e-12       8.638319947849e-12       0.000000000000e+00       2.665655327692e-14      -3.616413706202e-15      -1.879896084961e-16 
  739       4.063170703154e-10       2.998026398780e-12       8.554891795284e-12       0.000000000000e+00       2.652180916948e-14      -3.580922437485e-15      -1.893424632641e-16 
  740       4.042155264532e-10       3.024788444947e-12       8.468044627547e-12       0.000000000000e+00       2.638788465618e-14      -3.545454847822e-15      -1.906695967557e-16 
  741       4.021323357362e-10       3.051406443962e-12       8.377813521936e-12       0.000000000000e+00       2.625477695528e-14      -3.510018877996e-15      -1.919710914795e-16 
  742       4.000678055350e-10       3.077874681913e-12       8.284234135689e-12       0.000000000000e+00       2.612248315857e-14      -3.474622543106e-15      -1.932470327689e-16 
  743       3.980222446747e-10       3.104187397831e-12       8.187342708146e-12       0.000000000000e+00       2.599100023084e-14      -3.439273932799e-15      -1.944975087934e-16 
  744       3.959959634372e-10       3.130338783549e-12       8.087176062919e-12       0.000000000000e+00       2.586032500928e-14      -3.403981211505e-15      -1.957226105707e-16 
  745       3.939892735631e-10       3.156322983568e-12       7.983771610058e-12       0.000000000000e+00       2.573045420294e-14      -3.368752618660e-15      -1.969224319784e-16 
  746       3.920024882546e-10       3.182134094913e-12       7.877167348211e-12       0.000000000000e+00       2.560138439217e-14      -3.333596468947e-15      -1.980970697658e-16 
  747       3.900359221778e-10       3.207766166995e-12       7.767401866796e-12       0.000000000000e+00       2.547311202804e-14      -3.298521152522e-15      -1.992466235659e-16 
  748       3.880898914648e-10       3.233213201472e-12       7.654514348166e-12       0.000000000000e+00       2.534563343179e-14      -3.263535135246e-15      -2.003711959067e-16 
  749       3.861647137164e-10       3.258469152108e-12       7.538544569770e-12       0.000000000000e+00       2.521894479429e-14      -3.228646958919e-15      -2.014708922236e-16 
  750       3.842607080043e-10       3.283527924633e-12       7.419532906325e-12       0.000000000000e+00       2.509304217542e-14      -3.193865241509e-15      -2.025458208709e-16 
  751       3.823781948735e-10       3.308383376608e-12       7.297520331977e-12       0.000000000000e+00       2.496792150358e-14      -3.159198677385e-15      -2.035960931334e-16 
  752       3.805174963447e-10       3.333029317279e-12       7.172548422469e-12       0.000000000000e+00       2.484357857506e-14      -3.124656037547e-15      -2.046218232386e-16 
  753       3.786789359170e-10       3.357459507441e-12       7.044659357307e-12       0.000000000000e+00       2.472000905354e-14      -3.090246169861e-15      -2.056231283684e-16 
  754       3.768628385695e-10       3.381667659299e-12       6.913895921924e-12       0.000000000000e+00       2.459720846947e-14      -3.055977999286e-15      -2.066001286707e-16 
  755       3.750695307646e-10       3.405647436328e-12       6.780301509848e-12       0.000000000000e+00       2.447517221956e-14      -3.021860528109e-15      -2.075529472714e-16 
  756       3.732993404498e-10       3.429392453131e-12       6.643920124865e-12       0.000000000000e+00       2.435389556617e-14      -2.987902836174e-15      -2.084817102859e-16 
  757       3.715525970601e-10       3.452896275303e-12       6.504796383189e-12       0.000000000000e+00       2.423337363681e-14      -2.954114081116e-15      -2.093865468315e-16 
  758       3.698296315208e-10       3.476152419288e-12       6.362975515623e-12       0.000000000000e+00       2.411360142349e-14      -2.920503498591e-15      -2.102675890387e-16 
  759       3.681307762493e-10       3.499154352244e-12       6.218503369728e-12       0.000000000000e+00       2.399457378226e-14      -2.887080402509e-15      -2.111249720628e-16 
  760       3.664563651582e-10       3.521895491899e-12       6.071426411987e-12       0.000000000000e+00       2.387628543255e-14      -2.853854185261e-15      -2.119588340966e-16 
  761       3.648067336568e-10       3.544369206413e-12       5.921791729972e-12       0.000000000000e+00       2.375873095669e-14      -2.820834317959e-15      -2.127693163812e-16 
  762       3.631822186544e-10       3.566568814239e-12       5.769647034509e-12       0.000000000000e+00       2.364190479930e-14      -2.788030350658e-15      -2.135565632183e-16 
  763       3.615831585619e-10       3.588487583983e-12       5.615040661845e-12       0.000000000000e+00       2.352580126674e-14      -2.755451912596e-15      -2.143207219821e-16 
  764       3.600098932947e-10       3.610118734266e-12       5.458021575811e-12       0.000000000000e+00       2.341041452656e-14      -2.723108712419e-15      -2.150619431308e-16 
  765       3.584627642749e-10       3.631455433580e-12       5.298639369990e-12       0.000000000000e+00       2.329573860689e-14      -2.691010538416e-15      -2.157803802185e-16 
  766       3.569421144337e-10       3.652490800155e-12       5.136944269883e-12       0.000000000000e+00       2.318176739597e-14      -2.659167258750e-15      -2.164761899072e-16 
  767       3.554482882138e-10       3.673217901813e-12       4.972987135075e-12       0.000000000000e+00       2.306849464150e-14      -2.627588821690e-15      -2.171495319783e-16 
  768       3.539816315716e-10       3.693629755833e-12       4.806819461397e-12       0.000000000000e+00       2.295591395010e-14      -2.596285255840e-15      -2.178005693445e-16 
  769       3.525424919799e-10       3.713719328809e-12       4.638493383097e-12       0.000000000000e+00       2.284401878680e-14      -2.565266670374e-15      -2.184294680617e-16 
  770       3.511312184302e-10       3.733479536512e-12       4.468061675003e-12       0.000000000000e+00       2.273280247441e-14      -2.534543255266e-15      -2.190363973408e-16 
  771       3.497481614349e-10       3.752903243750e-12       4.295577754689e-12       0.000000000000e+00       2.262225819299e-14      -2.504125281520e-15      -2.196215295594e-16 
  772       3.483936730297e-10       3.771983264227e-12       4.121095684639e-12       0.000000000000e+00       2.251237897927e-14      -2.474023101404e-15      -2.201850402735e-16 
  773       3.470681067763e-10       3.790712360405e-12       3.944670174418e-12       0.000000000000e+00       2.240315772614e-14      -2.444247148682e-15      -2.207271082296e-16 
  774       3.457718177644e-10       3.809083243365e-12       3.766356582833e-12       0.000000000000e+00       2.229458718201e-14      -2.414807938843e-15      -2.212479153762e-16 
  775       3.445051626144e-10       3.827088572665e-12       3.586210920098e-12       0.000000000000e+00       2.218665995031e-14      -2.385716069332e-15      -2.217476468759e-16 
  776       3.432684994794e-10       3.844720956204e-12       3.404289850006e-12       0.000000000000e+00       2.207936848890e-14      -2.356982219786e-15      -2.222264911170e-16 
  777       3.420621880482e-10       3.861972950079e-12       3.220650692087e-12       0.000000000000e+00       2.197270510952e-14      -2.328617152261e-15      -2.226846397251e-16 
  778       3.408865327196e-10       3.878837902522e-12       3.035350424757e-12       0.000000000000e+00       2.186666296464e-14      -2.300629108780e-15      -2.231222205421e-16 
  779       3.397416109545e-10       3.895312503343e-12       2.848442669863e-12       0.000000000000e+00       2.176123902949e-14      -2.273015949980e-15      -2.235390951584e-16 
  780       3.386274417100e-10       3.911394282017e-12       2.659980655877e-12       0.000000000000e+00       2.165643117483e-14      -2.245772869499e-15      -2.239350576067e-16 
  781       3.375440419664e-10       3.927080767973e-12       2.470018213764e-12       0.000000000000e+00       2.155223718426e-14      -2.218894983021e-15      -2.243099010505e-16 
  782       3.364914267178e-10       3.942369490619e-12       2.278609778944e-12       0.000000000000e+00       2.144865475383e-14      -2.192377328000e-15      -2.246634177819e-16 
  783       3.354696089641e-10       3.957257979371e-12       2.085810393267e-12       0.000000000000e+00       2.134568149168e-14      -2.166214863366e-15      -2.249953992207e-16 
  784       3.344785997011e-10       3.971743763677e-12       1.891675706973e-12       0.000000000000e+00       2.124331491766e-14      -2.140402469249e-15      -2.253056359125e-16 
  785       3.335184079127e-10       3.985824373048e-12       1.696261980669e-12       0.000000000000e+00       2.114155246298e-14      -2.114934946692e-15      -2.255939175277e-16 
  786       3.325890405611e-10       3.999497337088e-12       1.499626087288e-12       0.000000000000e+00       2.104039146985e-14      -2.089807017366e-15      -2.258600328594e-16 
  787       3.316905025786e-10       4.012760185513e-12       1.301825514065e-12       0.000000000000e+00       2.093982919110e-14      -2.065013323291e-15      -2.261037698227e-16 
  788       3.308227968582e-10       4.025610448189e-12       1.102918364498e-12       0.000000000000e+00       2.083986278980e-14      -2.040548426544e-15      -2.263249154525e-16 
  789       3.299859242453e-10       4.038045655150e-12       9.029633603213e-13       0.000000000000e+00       2.074048933893e-14      -2.016406808986e-15      -2.265232559024e-16 
  790       3.291798835283e-10       4.050063336634e-12       7.020198434703e-13       0.000000000000e+00       2.064170582099e-14      -1.992582871968e-15      -2.266985764434e-16 
  791       3.284046714301e-10       4.061661023103e-12       5.001477780507e-13       0.000000000000e+00       2.054350912763e-14      -1.969070936055e-15      -2.268506614619e-16 
  792       3.276602825991e-10       4.072836245278e-12       2.974077523061e-13       0.000000000000e+00       2.044589605928e-14      -1.945865240736e-15      -2.269792944586e-16 
  793       3.269467096002e-10       4.083586534161e-12       9.386098058629e-14       0.000000000000e+00       2.034886332483e-14      -1.922959944144e-15      -2.270842580471e-16 
  794       3.262639429061e-10       4.093909421063e-12      -1.104306946853e-13       0.000000000000e+00       2.025240754119e-14      -1.900349122774e-15      -2.271653339521e-16 
  795       3.256119708886e-10       4.103802437634e-12      -3.154048010430e-13       0.000000000000e+00       2.015652523299e-14      -1.878026771192e-15      -2.272223030083e-16 
  796       3.249907798092e-10       4.113263115892e-12      -5.209982340116e-13       0.000000000000e+00       2.006121283216e-14      -1.855986801760e-15      -2.272549451586e-16 
  797       3.244003538107e-10       4.122288988245e-12      -7.271472551380e-13       0.000000000000e+00       1.996646667762e-14      -1.834223044345e-15      -2.272630394528e-16 
  798       3.238406749084e-10       4.130877587522e-12      -9.337874900231e-13       0.000000000000e+00       1.987228301485e-14      -1.812729246039e-15      -2.272463640460e-16 
  799       3.233117229807e-10       4.139026447002e-12      -1.140853926354e-12       0.000000000000e+00       1.977865799557e-14      -1.791499070876e-15      -2.272046961975e-16 
  800       3.228134757606e-10       4.146733100439e-12      -1.348280911937e-12       0.000000000000e+00       1.968558767737e-14      -1.770526099544e-15      -2.271378122688e-16 
  801       3.223459088270e-10       4.153995082090e-12      -1.556002152728e-12       0.000000000000e+00       1.959306802332e-14      -1.749803829107e-15      -2.270454877224e-16 
  802       3.219089955954e-10       4.160809926743e-12      -1.763950710865e-12       0.000000000000e+00       1.950109490162e-14      -1.729325672715e-15      -2.269274971204e-16 
