# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1407       2.522908716698e-10       2.878511638835e-12       3.707270756863e-13       2.498524983166e-14       2.160102995424e-15      -5.773631344737e-16      -7.080350482131e-18 
 1408       2.514750345740e-10       2.899469268384e-12       4.331969147751e-13       2.498073175007e-14       2.153837301863e-15      -5.725534176617e-16      -7.413259546713e-18 
 1409       2.506556040968e-10       2.920649783947e-12       4.936232623063e-13       2.497603689549e-14       2.147593585460e-15      -5.674827758093e-16      -7.744544449565e-18 
 1410       2.498327689195e-10       2.942046392073e-12       5.520015673252e-13       2.497116764921e-14       2.141371774193e-15      -5.621691660653e-16      -8.074202021915e-18 
 1411       2.490067188236e-10       2.963652257360e-12       6.083272922182e-13       2.496612640832e-14       2.135171794955e-15      -5.566306520083e-16      -8.402229117653e-18 
 1412       2.481776446923e-10       2.985460502379e-12       6.625959127599e-13       2.496091558574e-14       2.128993573547e-15      -5.508854038383e-16      -8.728622613398e-18 
 1413       2.473457385128e-10       3.007464207597e-12       7.148029181607e-13       2.495553761026e-14       2.122837034677e-15      -5.449516985675e-16      -9.053379408564e-18 
 1414       2.465111933780e-10       3.029656411300e-12       7.649438111138e-13       2.494999492653e-14       2.116702101960e-15      -5.388479202117e-16      -9.376496425430e-18 
 1415       2.456742034887e-10       3.052030109516e-12       8.130141078430e-13       2.494428999512e-14       2.110588697912e-15      -5.325925599816e-16      -9.697970609204e-18 
 1416       2.448349641554e-10       3.074578255944e-12       8.590093381500e-13       2.493842529255e-14       2.104496743948e-15      -5.262042164737e-16      -1.001779892809e-17 
 1417       2.439936718003e-10       3.097293761872e-12       9.029250454617e-13       2.493240331130e-14       2.098426160385e-15      -5.197015958619e-16      -1.033597837337e-17 
 1418       2.431505239590e-10       3.120169496102e-12       9.447567868775e-13       2.492622655987e-14       2.092376866430e-15      -5.131035120882e-16      -1.065250595945e-17 
 1419       2.423057192830e-10       3.143198284878e-12       9.845001332170e-13       2.491989756276e-14       2.086348780186e-15      -5.064288870544e-16      -1.096737872393e-17 
 1420       2.414594575413e-10       3.166372911804e-12       1.022150669067e-12       2.491341886054e-14       2.080341818646e-15      -4.996967508130e-16      -1.128059372768e-17 
 1421       2.406119396222e-10       3.189686117771e-12       1.057703992830e-12       2.490679300989e-14       2.074355897690e-15      -4.929262417584e-16      -1.159214805493e-17 
 1422       2.397633675356e-10       3.213130600883e-12       1.091155716769e-12       2.490002258356e-14       2.068390932085e-15      -4.861366068183e-16      -1.190203881327e-17 
 1423       2.389139444148e-10       3.236699016374e-12       1.122501467058e-12       2.489311017047e-14       2.062446835480e-15      -4.793472016446e-16      -1.221026313381e-17 
 1424       2.380638745185e-10       3.260383976539e-12       1.151736883828e-12       2.488605837573e-14       2.056523520406e-15      -4.725774908049e-16      -1.251681817115e-17 
 1425       2.372133632326e-10       3.284178050654e-12       1.178857621213e-12       2.487886982063e-14       2.050620898271e-15      -4.658470479736e-16      -1.282170110352e-17 
 1426       2.363626170724e-10       3.308073764900e-12       1.203859347401e-12       2.487154714268e-14       2.044738879359e-15      -4.591755561229e-16      -1.312490913284e-17 
 1427       2.355118436843e-10       3.332063602290e-12       1.226737744677e-12       2.486409299568e-14       2.038877372828e-15      -4.525828077145e-16      -1.342643948472e-17 
 1428       2.346612518480e-10       3.356140002587e-12       1.247488509474e-12       2.485651004971e-14       2.033036286708e-15      -4.460887048900e-16      -1.372628940863e-17 
 1429       2.338110514782e-10       3.380295362234e-12       1.266107352419e-12       2.484880099114e-14       2.027215527895e-15      -4.397132596629e-16      -1.402445617788e-17 
 1430       2.329614536268e-10       3.404522034272e-12       1.282589998378e-12       2.484096852274e-14       2.021415002153e-15      -4.334765941094e-16      -1.432093708975e-17 
 1431       2.321126704848e-10       3.428812328271e-12       1.296932186510e-12       2.483301536360e-14       2.015634614111e-15      -4.273989405596e-16      -1.461572946549e-17 
 1432       2.312649153840e-10       3.453158510245e-12       1.309129670306e-12       2.482494424926e-14       2.009874267257e-15      -4.215006417889e-16      -1.490883065047e-17 
 1433       2.304184027994e-10       3.477552802584e-12       1.319178217643e-12       2.481675793167e-14       2.004133863938e-15      -4.158021512088e-16      -1.520023801417e-17 
 1434       2.295733483505e-10       3.501987383973e-12       1.327073610828e-12       2.480845917925e-14       1.998413305359e-15      -4.103240330587e-16      -1.548994895032e-17 
 1435       2.287299688042e-10       3.526454389317e-12       1.332811646647e-12       2.480005077689e-14       1.992712491579e-15      -4.050869625966e-16      -1.577796087689e-17 
 1436       2.278884820758e-10       3.550945909666e-12       1.336388136411e-12       2.479153552605e-14       1.987031321507e-15      -4.001117262904e-16      -1.606427123622e-17 
 1437       2.270491072316e-10       3.575453992136e-12       1.337798906005e-12       2.478291624469e-14       1.981369692902e-15      -3.954192220092e-16      -1.634887749505e-17 
 1438       2.262120644904e-10       3.599970639836e-12       1.337039795933e-12       2.477419576738e-14       1.975727502372e-15      -3.910304592145e-16      -1.663177714463e-17 
 1439       2.253775752260e-10       3.624487811790e-12       1.334106661369e-12       2.476537694527e-14       1.970104645366e-15      -3.869665591514e-16      -1.691296770072e-17 
 1440       2.245458619685e-10       3.648997422862e-12       1.328995372199e-12       2.475646264618e-14       1.964501016178e-15      -3.832487550396e-16      -1.719244670373e-17 
 1441       2.237171330247e-10       3.673491676835e-12       1.321705412973e-12       2.474745573048e-14       1.958916516839e-15      -3.798922069894e-16      -1.747020977839e-17 
 1442       2.228915361631e-10       3.697964069500e-12       1.312250722605e-12       2.473835897865e-14       1.953351083925e-15      -3.768873776885e-16      -1.774624479127e-17 
 1443       2.220692044625e-10       3.722408395599e-12       1.300648964777e-12       2.472917516307e-14       1.947804662018e-15      -3.742184680730e-16      -1.802053763413e-17 
 1444       2.212502716524e-10       3.746818416530e-12       1.286917938281e-12       2.471990707207e-14       1.942277194831e-15      -3.718695852860e-16      -1.829307415881e-17 
 1445       2.204348721145e-10       3.771187860297e-12       1.271075577276e-12       2.471055750995e-14       1.936768625201e-15      -3.698247425112e-16      -1.856384017722e-17 
 1446       2.196231408831e-10       3.795510421444e-12       1.253139951536e-12       2.470112929702e-14       1.931278895096e-15      -3.680678588070e-16      -1.883282146125e-17 
 1447       2.188152136469e-10       3.819779761009e-12       1.233129266713e-12       2.469162526960e-14       1.925807945604e-15      -3.665827589406e-16      -1.910000374279e-17 
 1448       2.180112267493e-10       3.843989506456e-12       1.211061864590e-12       2.468204828011e-14       1.920355716935e-15      -3.653531732217e-16      -1.936537271360e-17 
 1449       2.172113171903e-10       3.868133251628e-12       1.186956223333e-12       2.467240119701e-14       1.914922148420e-15      -3.643627373369e-16      -1.962891402537e-17 
 1450       2.164156226267e-10       3.892204556681e-12       1.160830957751e-12       2.466268690490e-14       1.909507178509e-15      -3.635949921834e-16      -1.989061328956e-17 
 1451       2.156242813738e-10       3.916196948036e-12       1.132704819549e-12       2.465290830451e-14       1.904110744767e-15      -3.630333837031e-16      -2.015045607746e-17 
 1452       2.148374324062e-10       3.940103918314e-12       1.102596697584e-12       2.464306831275e-14       1.898732783872e-15      -3.626612627167e-16      -2.040842792007e-17 
 1453       2.140552153590e-10       3.963918926284e-12       1.070525618117e-12       2.463316986271e-14       1.893373231616e-15      -3.624618847575e-16      -2.066451430810e-17 
 1454       2.132777705288e-10       3.987635396806e-12       1.036510745074e-12       2.462321590371e-14       1.888032022901e-15      -3.624184099055e-16      -2.091870069190e-17 
 1455       2.125052388746e-10       4.011246720770e-12       1.000571380297e-12       2.461320940134e-14       1.882709091738e-15      -3.625139026215e-16      -2.117097248144e-17 
 1456       2.117377620192e-10       4.034746255045e-12       9.627269638025e-13       2.460315333743e-14       1.877404371243e-15      -3.627313315808e-16      -2.142131504623e-17 
 1457       2.109754822499e-10       4.058127322416e-12       9.229970740323e-13       2.459305071014e-14       1.872117793639e-15      -3.630535695077e-16      -2.166971371532e-17 
 1458       2.102185425199e-10       4.081383211532e-12       8.814014281130e-13       2.458290453397e-14       1.866849290250e-15      -3.634633930090e-16      -2.191615377721e-17 
 1459       2.094670864492e-10       4.104507176846e-12       8.379598821094e-13       2.457271783976e-14       1.861598791501e-15      -3.639434824081e-16      -2.216062047983e-17 
 1460       2.087212583256e-10       4.127492438560e-12       7.926924312802e-13       2.456249367477e-14       1.856366226917e-15      -3.644764215795e-16      -2.240309903051e-17 
 1461       2.079812031060e-10       4.150332182567e-12       7.456192103332e-13       2.455223510263e-14       1.851151525119e-15      -3.650446977818e-16      -2.264357459589e-17 
 1462       2.072470664171e-10       4.173019560393e-12       6.967604936804e-13       2.454194520345e-14       1.845954613823e-15      -3.656307014929e-16      -2.288203230193e-17 
 1463       2.065189945568e-10       4.195547689143e-12       6.461366956937e-13       2.453162707381e-14       1.840775419840e-15      -3.662167262431e-16      -2.311845723383e-17 
 1464       2.057971344953e-10       4.217909651442e-12       5.937683709599e-13       2.452128382677e-14       1.835613869071e-15      -3.667849684493e-16      -2.335283443597e-17 
 1465       2.050816338758e-10       4.240098495377e-12       5.396762145360e-13       2.451091859193e-14       1.830469886505e-15      -3.673175272494e-16      -2.358514891192e-17 
 1466       2.043726410159e-10       4.262107234445e-12       4.838810622046e-13       2.450053451544e-14       1.825343396222e-15      -3.677964043356e-16      -2.381538562435e-17 
 1467       2.036703049083e-10       4.283928847489e-12       4.264038907292e-13       2.449013476003e-14       1.820234321384e-15      -3.682035037893e-16      -2.404352949501e-17 
 1468       2.029747752226e-10       4.305556278646e-12       3.672658181092e-13       2.447972250504e-14       1.815142584239e-15      -3.685206319141e-16      -2.426956540466e-17 
 1469       2.022862023054e-10       4.326982437289e-12       3.064881038356e-13       2.446930094645e-14       1.810068106116e-15      -3.687294970706e-16      -2.449347819305e-17 
 1470       2.016047371820e-10       4.348200197970e-12       2.440921491461e-13       2.445887329689e-14       1.805010807425e-15      -3.688117095100e-16      -2.471525265886e-17 
 1471       2.009305315575e-10       4.369202400363e-12       1.800994972803e-13       2.444844278571e-14       1.799970607651e-15      -3.687487812083e-16      -2.493487355968e-17 
 1472       2.002637378175e-10       4.389981849205e-12       1.145318337351e-13       2.443801265896e-14       1.794947425358e-15      -3.685221257000e-16      -2.515232561191e-17 
 1473       1.996045090292e-10       4.410531314244e-12       4.741098651993e-14       2.442758617942e-14       1.789941178183e-15      -3.681130579125e-16      -2.536759349078e-17 
 1474       1.989529989430e-10       4.430843530177e-12      -2.124107358789e-14       2.441716662668e-14       1.784951782836e-15      -3.675027939996e-16      -2.558066183028e-17 
 1475       1.983093619929e-10       4.450911196596e-12      -9.140223278791e-14       2.440675729711e-14       1.779979155095e-15      -3.666724511763e-16      -2.579151522309e-17 
 1476       1.976737532977e-10       4.470726977930e-12      -1.630502340013e-13       2.439636150391e-14       1.775023209810e-15      -3.656030475517e-16      -2.600013822058e-17 
 1477       1.970463286627e-10       4.490283503388e-12      -2.361626766154e-13       2.438598257715e-14       1.770083860894e-15      -3.642755019641e-16      -2.620651533274e-17 
 1478       1.964272445797e-10       4.509573366903e-12      -3.107170162287e-13       2.437562386377e-14       1.765161021327e-15      -3.626706338141e-16      -2.641063102812e-17 
 1479       1.958166582291e-10       4.528589127074e-12      -3.866905643952e-13       2.436528872762e-14       1.760254603151e-15      -3.607691628993e-16      -2.661246973383e-17 
 1480       1.952147069592e-10       4.547324028090e-12      -4.640592755521e-13       2.435498032917e-14       1.755364524734e-15      -3.585573211255e-16      -2.681201606963e-17 
 1481       1.946214465019e-10       4.565774170402e-12      -5.427940951996e-13       2.434470096213e-14       1.750490732649e-15      -3.560437486428e-16      -2.700925555302e-17 
 1482       1.940369121491e-10       4.583936361391e-12      -6.228645751237e-13       2.433445271032e-14       1.745633180005e-15      -3.532427643555e-16      -2.720417390105e-17 
 1483       1.934611392178e-10       4.601807396314e-12      -7.042400826173e-13       2.432423766741e-14       1.740791819206e-15      -3.501687693377e-16      -2.739675679671e-17 
 1484       1.928941630502e-10       4.619384058288e-12      -7.868898001587e-13       2.431405793696e-14       1.735966601942e-15      -3.468362469741e-16      -2.758698988897e-17 
 1485       1.923360190137e-10       4.636663118271e-12      -8.707827250898e-13       2.430391563241e-14       1.731157479194e-15      -3.432597631020e-16      -2.777485879269e-17 
 1486       1.917867425007e-10       4.653641335047e-12      -9.558876692943e-13       2.429381287710e-14       1.726364401229e-15      -3.394539661517e-16      -2.796034908857e-17 
 1487       1.912463689288e-10       4.670315455207e-12      -1.042173258876e-12       2.428375180430e-14       1.721587317600e-15      -3.354335872882e-16      -2.814344632321e-17 
 1488       1.907149337406e-10       4.686682213132e-12      -1.129607933838e-12       2.427373455722e-14       1.716826177140e-15      -3.312134405523e-16      -2.832413600897e-17 
 1489       1.901924724036e-10       4.702738330974e-12      -1.218159947759e-12       2.426376328901e-14       1.712080927970e-15      -3.268084230022e-16      -2.850240362402e-17 
 1490       1.896790204100e-10       4.718480518641e-12      -1.307797367474e-12       2.425384016280e-14       1.707351517487e-15      -3.222335148540e-16      -2.867823461226e-17 
 1491       1.891746132771e-10       4.733905473779e-12      -1.398488072752e-12       2.424396735170e-14       1.702637892370e-15      -3.175037796235e-16      -2.885161438330e-17 
 1492       1.886792865469e-10       4.749009881752e-12      -1.490199755971e-12       2.423414703881e-14       1.697939998573e-15      -3.126343642674e-16      -2.902252831245e-17 
 1493       1.881930757858e-10       4.763790415629e-12      -1.582899921801e-12       2.422438141726e-14       1.693257781329e-15      -3.076404993244e-16      -2.919096174066e-17 
 1494       1.877160165854e-10       4.778243736162e-12      -1.676555886882e-12       2.421467269019e-14       1.688591185144e-15      -3.025374990564e-16      -2.935689997449e-17 
 1495       1.872481445614e-10       4.792366491771e-12      -1.771134779499e-12       2.420502307080e-14       1.683940153798e-15      -2.973407615897e-16      -2.952032828611e-17 
 1496       1.867894953542e-10       4.806155318527e-12      -1.866603539261e-12       2.419543478234e-14       1.679304630341e-15      -2.920657690565e-16      -2.968123191323e-17 
 1497       1.863401046288e-10       4.819606840132e-12      -1.962928916782e-12       2.418591005814e-14       1.674684557096e-15      -2.867280877360e-16      -2.983959605909e-17 
 1498       1.859000080745e-10       4.832717667906e-12      -2.060077473357e-12       2.417645114164e-14       1.670079875651e-15      -2.813433681955e-16      -2.999540589240e-17 
 1499       1.854692414050e-10       4.845484400764e-12      -2.158015580641e-12       2.416706028636e-14       1.665490526864e-15      -2.759273454317e-16      -3.014864654736e-17 
 1500       1.850478403581e-10       4.857903625202e-12      -2.256709420329e-12       2.415773975594e-14       1.660916450857e-15      -2.704958390121e-16      -3.029930312358e-17 
 1501       1.846358406963e-10       4.869971915279e-12      -2.356124983830e-12       2.414849182419e-14       1.656357587017e-15      -2.650647532161e-16      -3.044736068608e-17 
 1502       1.842332782058e-10       4.881685832600e-12      -2.456228071949e-12       2.413931877505e-14       1.651813873993e-15      -2.596500771761e-16      -3.059280426523e-17 
 1503       1.838401886973e-10       4.893041926296e-12      -2.556984294564e-12       2.413022290262e-14       1.647285249696e-15      -2.542678850192e-16      -3.073561885674e-17 
 1504       1.834566080053e-10       4.904036733012e-12      -2.658359070306e-12       2.412120651121e-14       1.642771651294e-15      -2.489343360079e-16      -3.087578942162e-17 
 1505       1.830825719885e-10       4.914666776882e-12      -2.760317626234e-12       2.411227191531e-14       1.638273015217e-15      -2.436656746814e-16      -3.101330088614e-17 
 1506       1.827181165295e-10       4.924928569518e-12      -2.862824997515e-12       2.410342143963e-14       1.633789277147e-15      -2.384782309974e-16      -3.114813814183e-17 
 1507       1.823632775349e-10       4.934818609989e-12      -2.965846027106e-12       2.409465741912e-14       1.629320372025e-15      -2.333884204727e-16      -3.128028604539e-17 
 1508       1.820180909349e-10       4.944333384804e-12      -3.069345365423e-12       2.408598219897e-14       1.624866234044e-15      -2.284127443246e-16      -3.140972941874e-17 
 1509       1.816825926836e-10       4.953469367898e-12      -3.173287470031e-12       2.407739813462e-14       1.620426796647e-15      -2.235677896124e-16      -3.153645304890e-17 
 1510       1.813568187591e-10       4.962223020608e-12      -3.277636605312e-12       2.406890759181e-14       1.616001992531e-15      -2.188702293782e-16      -3.166044168802e-17 
 1511       1.810408051627e-10       4.970590791662e-12      -3.382356842151e-12       2.406051294656e-14       1.611591753639e-15      -2.143368227887e-16      -3.178168005332e-17 
 1512       1.807345879197e-10       4.978569117157e-12      -3.487412057608e-12       2.405221658520e-14       1.607196011164e-15      -2.099844152758e-16      -3.190015282708e-17 
 1513       1.804382030787e-10       4.986154420544e-12      -3.592765934602e-12       2.404402090437e-14       1.602814695542e-15      -2.058299386783e-16      -3.201584465658e-17 
 1514       1.801516867121e-10       4.993343112611e-12      -3.698381961585e-12       2.403592831107e-14       1.598447736457e-15      -2.018904113830e-16      -3.212874015408e-17 
 1515       1.798750749153e-10       5.000131591461e-12      -3.804223432224e-12       2.402794122266e-14       1.594095062832e-15      -1.981829384658e-16      -3.223882389681e-17 
 1516       1.796084038075e-10       5.006516242502e-12      -3.910253445074e-12       2.402006206683e-14       1.589756602834e-15      -1.947247118333e-16      -3.234608042690e-17 
 1517       1.793517095310e-10       5.012493438423e-12      -4.016434903263e-12       2.401229328171e-14       1.585432283869e-15      -1.915330103635e-16      -3.245049425138e-17 
 1518       1.791050282516e-10       5.018059539180e-12      -4.122730514166e-12       2.400463731578e-14       1.581122032583e-15      -1.886252000476e-16      -3.255204984213e-17 
 1519       1.788683792315e-10       5.023211675239e-12      -4.229104269650e-12       2.399709631011e-14       1.576825780811e-15      -1.860139973209e-16      -3.265073307974e-17 
 1520       1.786417138730e-10       5.027950105602e-12      -4.335525903062e-12       2.398967114132e-14       1.572543483511e-15      -1.836932088815e-16      -3.274653560040e-17 
 1521       1.784249661839e-10       5.032275882452e-12      -4.441966474516e-12       2.398236236944e-14       1.568275101000e-15      -1.816518548350e-16      -3.283945049079e-17 
 1522       1.782180696592e-10       5.036190069980e-12      -4.548396893986e-12       2.397517055486e-14       1.564020593018e-15      -1.798788929381e-16      -3.292947084807e-17 
 1523       1.780209572800e-10       5.039693744399e-12      -4.654787921051e-12       2.396809625837e-14       1.559779918722e-15      -1.783632184942e-16      -3.301658977987e-17 
 1524       1.778335615123e-10       5.042787993976e-12      -4.761110164658e-12       2.396114004116e-14       1.555553036692e-15      -1.770936642478e-16      -3.310080040442e-17 
 1525       1.776558143062e-10       5.045473919052e-12      -4.867334082874e-12       2.395430246482e-14       1.551339904920e-15      -1.760590002799e-16      -3.318209585049e-17 
 1526       1.774876470951e-10       5.047752632063e-12      -4.973429982640e-12       2.394758409131e-14       1.547140480820e-15      -1.752479339029e-16      -3.326046925750e-17 
 1527       1.773289907946e-10       5.049625257567e-12      -5.079368019530e-12       2.394098548300e-14       1.542954721215e-15      -1.746491095558e-16      -3.333591377555e-17 
 1528       1.771797758017e-10       5.051092932264e-12      -5.185118197502e-12       2.393450720263e-14       1.538782582346e-15      -1.742511086992e-16      -3.340842256547e-17 
 1529       1.770399319936e-10       5.052156805023e-12      -5.290650368656e-12       2.392814981335e-14       1.534624019866e-15      -1.740424497100e-16      -3.347798879883e-17 
 1530       1.769093887272e-10       5.052818036901e-12      -5.395934232990e-12       2.392191387867e-14       1.530478988836e-15      -1.740115877773e-16      -3.354460565801e-17 
 1531       1.767880748377e-10       5.053077801170e-12      -5.500939338152e-12       2.391579996252e-14       1.526347443732e-15      -1.741469147964e-16      -3.360826633625e-17 
 1532       1.766759186380e-10       5.052937283337e-12      -5.605635079198e-12       2.390980862918e-14       1.522229338436e-15      -1.744367592646e-16      -3.366896403768e-17 
 1533       1.765728479175e-10       5.052397681169e-12      -5.709990698346e-12       2.390394044333e-14       1.518124626238e-15      -1.748693861761e-16      -3.372669197736e-17 
 1534       1.764787899414e-10       5.051460204718e-12      -5.813975284732e-12       2.389819597005e-14       1.514033259835e-15      -1.754329969167e-16      -3.378144338133e-17 
 1535       1.763936714496e-10       5.050126076339e-12      -5.917557774166e-12       2.389257577476e-14       1.509955191328e-15      -1.761157291592e-16      -3.383321148666e-17 
 1536       1.763174186559e-10       5.048396530720e-12      -6.020706948883e-12       2.388708042330e-14       1.505890372226e-15      -1.769056567586e-16      -3.388198954148e-17 
 1537       1.762499572469e-10       5.046272814899e-12      -6.123391437306e-12       2.388171048187e-14       1.501838753436e-15      -1.777907896465e-16      -3.392777080501e-17 
 1538       1.761912123811e-10       5.043756188292e-12      -6.225579713792e-12       2.387646651705e-14       1.497800285270e-15      -1.787590737267e-16      -3.397054854766e-17 
 1539       1.761411086882e-10       5.040847922713e-12      -6.327240098396e-12       2.387134909580e-14       1.493774917440e-15      -1.797983907703e-16      -3.401031605100e-17 
 1540       1.760995702678e-10       5.037549302400e-12      -6.428340756619e-12       2.386635878547e-14       1.489762599055e-15      -1.808965583103e-16      -3.404706660786e-17 
 1541       1.760665206888e-10       5.033861624034e-12      -6.528849699169e-12       2.386149615375e-14       1.485763278626e-15      -1.820413295370e-16      -3.408079352234e-17 
 1542       1.760418829880e-10       5.029786196769e-12      -6.628734781712e-12       2.385676176875e-14       1.481776904058e-15      -1.832203931928e-16      -3.411149010986e-17 
 1543       1.760255796698e-10       5.025324342247e-12      -6.727963704631e-12       2.385215619891e-14       1.477803422653e-15      -1.844213734678e-16      -3.413914969724e-17 
 1544       1.760175327048e-10       5.020477394630e-12      -6.826504012776e-12       2.384768001307e-14       1.473842781107e-15      -1.856318298939e-16      -3.416376562266e-17 
 1545       1.760176635288e-10       5.015246700615e-12      -6.924323095227e-12       2.384333378043e-14       1.469894925509e-15      -1.868392572407e-16      -3.418533123580e-17 
 1546       1.760258930424e-10       5.009633619463e-12      -7.021388185040e-12       2.383911807058e-14       1.465959801341e-15      -1.880310854103e-16      -3.420383989781e-17 
 1547       1.760421416094e-10       5.003639523020e-12      -7.117666359011e-12       2.383503345344e-14       1.462037353476e-15      -1.891946793321e-16      -3.421928498140e-17 
 1548       1.760663290564e-10       4.997265795741e-12      -7.213124537427e-12       2.383108049934e-14       1.458127526176e-15      -1.903173388581e-16      -3.423165987084e-17 
 1549       1.760983746714e-10       4.990513834710e-12      -7.307729483818e-12       2.382725977894e-14       1.454230263092e-15      -1.913862986580e-16      -3.424095796206e-17 
 1550       1.761381972034e-10       4.983385049671e-12      -7.401447804719e-12       2.382357186331e-14       1.450345507261e-15      -1.923887281140e-16      -3.424717266263e-17 
 1551       1.761857148609e-10       4.975880863041e-12      -7.494245949423e-12       2.382001732383e-14       1.446473201108e-15      -1.933117312159e-16      -3.425029739184e-17 
 1552       1.762408453114e-10       4.968002709943e-12      -7.586090209733e-12       2.381659673230e-14       1.442613286442e-15      -1.941423464565e-16      -3.425032558075e-17 
 1553       1.763035056802e-10       4.959752038221e-12      -7.676946719720e-12       2.381331066084e-14       1.438765704456e-15      -1.948675467261e-16      -3.424725067222e-17 
 1554       1.763736125496e-10       4.951130308471e-12      -7.766781455479e-12       2.381015968195e-14       1.434930395725e-15      -1.954742392082e-16      -3.424106612094e-17 
 1555       1.764510819578e-10       4.942138994056e-12      -7.855560234883e-12       2.380714436849e-14       1.431107300206e-15      -1.959492652736e-16      -3.423176539349e-17 
 1556       1.765358293982e-10       4.932779581137e-12      -7.943248717337e-12       2.380426529369e-14       1.427296357235e-15      -1.962794003767e-16      -3.421934196839e-17 
 1557       1.766277698184e-10       4.923053568691e-12      -8.029812403538e-12       2.380152303111e-14       1.423497505528e-15      -1.964513539493e-16      -3.420378933613e-17 
 1558       1.767268101048e-10       4.912962976255e-12      -8.115219934695e-12       2.379891786704e-14       1.419710688075e-15      -1.964546810132e-16      -3.418510557959e-17 
 1559       1.768328264626e-10       4.902511872315e-12      -8.199453024596e-12       2.379644893449e-14       1.415935866873e-15      -1.962905471272e-16      -3.416330716231e-17 
 1560       1.769456868213e-10       4.891704860317e-12      -8.282496620309e-12       2.379411507104e-14       1.412173008330e-15      -1.959630455253e-16      -3.413841526977e-17 
 1561       1.770652583293e-10       4.880546572290e-12      -8.364335611093e-12       2.379191510575e-14       1.408422078380e-15      -1.954762929072e-16      -3.411045124105e-17 
 1562       1.771914073517e-10       4.869041668903e-12      -8.444954828315e-12       2.378984785914e-14       1.404683042479e-15      -1.948344294777e-16      -3.407943656905e-17 
 1563       1.773239994695e-10       4.857194839507e-12      -8.524339045370e-12       2.378791214316e-14       1.400955865609e-15      -1.940416189850e-16      -3.404539290081e-17 
 1564       1.774628994781e-10       4.845010802189e-12      -8.602472977598e-12       2.378610676118e-14       1.397240512273e-15      -1.931020487600e-16      -3.400834203774e-17 
 1565       1.776079713861e-10       4.832494303814e-12      -8.679341282203e-12       2.378443050800e-14       1.393536946494e-15      -1.920199297548e-16      -3.396830593591e-17 
 1566       1.777590784138e-10       4.819650120081e-12      -8.754928558172e-12       2.378288216981e-14       1.389845131819e-15      -1.907994965823e-16      -3.392530670634e-17 
 1567       1.779160829921e-10       4.806483055562e-12      -8.829219346189e-12       2.378146052417e-14       1.386165031312e-15      -1.894450075542e-16      -3.387936661521e-17 
 1568       1.780788467612e-10       4.792997943759e-12      -8.902198128558e-12       2.378016434001e-14       1.382496607555e-15      -1.879607447208e-16      -3.383050808419e-17 
 1569       1.782472305690e-10       4.779199647147e-12      -8.973849329122e-12       2.377899237763e-14       1.378839822649e-15      -1.863510139090e-16      -3.377875369067e-17 
 1570       1.784210944702e-10       4.765093057226e-12      -9.044157313176e-12       2.377794338864e-14       1.375194638212e-15      -1.846201447619e-16      -3.372412616807e-17 
 1571       1.786002977247e-10       4.750683094564e-12      -9.113106387389e-12       2.377701611598e-14       1.371561015377e-15      -1.827724907777e-16      -3.366664840605e-17 
 1572       1.787846987963e-10       4.735974708853e-12      -9.180680799723e-12       2.377620929389e-14       1.367938914790e-15      -1.808124293479e-16      -3.360634345084e-17 
 1573       1.789741553517e-10       4.720972878949e-12      -9.246864739347e-12       2.377552164791e-14       1.364328296614e-15      -1.787443617970e-16      -3.354323450547e-17 
 1574       1.791685242586e-10       4.705682612927e-12      -9.311642336561e-12       2.377495189483e-14       1.360729120523e-15      -1.765727134209e-16      -3.347734493005e-17 
 1575       1.793676615852e-10       4.690108948126e-12      -9.374997662710e-12       2.377449874273e-14       1.357141345702e-15      -1.743019335260e-16      -3.340869824206e-17 
 1576       1.795714225980e-10       4.674256951197e-12      -9.436914730104e-12       2.377416089091e-14       1.353564930848e-15      -1.719364954682e-16      -3.333731811659e-17 
 1577       1.797796617613e-10       4.658131718154e-12      -9.497377491935e-12       2.377393702990e-14       1.349999834169e-15      -1.694808966914e-16      -3.326322838662e-17 
 1578       1.799922327353e-10       4.641738374419e-12      -9.556369842197e-12       2.377382584147e-14       1.346446013379e-15      -1.669396587670e-16      -3.318645304328e-17 
 1579       1.802089883751e-10       4.625082074874e-12      -9.613875615603e-12       2.377382599855e-14       1.342903425704e-15      -1.643173274322e-16      -3.310701623616e-17 
 1580       1.804297807293e-10       4.608168003906e-12      -9.669878587505e-12       2.377393616527e-14       1.339372027872e-15      -1.616184726294e-16      -3.302494227352e-17 
 1581       1.806544610387e-10       4.591001375457e-12      -9.724362473809e-12       2.377415499693e-14       1.335851776121e-15      -1.588476885446e-16      -3.294025562261e-17 
 1582       1.808828797351e-10       4.573587433071e-12      -9.777310930897e-12       2.377448113998e-14       1.332342626194e-15      -1.560095936468e-16      -3.285298090991e-17 
