# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  706       4.804171725181e-10       2.101311212758e-12       8.608233958224e-12       1.488229391208e-14       3.145456056594e-14      -4.853089437831e-15      -1.334764533249e-16 
  707       4.781504423894e-10       2.126963922353e-12       8.634884598965e-12       1.490248165091e-14       3.128903328617e-14      -4.808933560413e-15      -1.354405033222e-16 
  708       4.758846981710e-10       2.152701093694e-12       8.658080357340e-12       1.492250648968e-14       3.112457579012e-14      -4.765271978329e-15      -1.373916928225e-16 
  709       4.736203976098e-10       2.178516660952e-12       8.677826002669e-12       1.494237038677e-14       3.096118310937e-14      -4.722092219589e-15      -1.393296479764e-16 
  710       4.713580027038e-10       2.204404489726e-12       8.694126608947e-12       1.496207533266e-14       3.079885008290e-14      -4.679381621757e-15      -1.412539921058e-16 
  711       4.690979797154e-10       2.230358376812e-12       8.706987556212e-12       1.498162335006e-14       3.063757135616e-14      -4.637127331215e-15      -1.431643456959e-16 
  712       4.668407991847e-10       2.256372049959e-12       8.716414531914e-12       1.500101649405e-14       3.047734138024e-14      -4.595316302420e-15      -1.450603263870e-16 
  713       4.645869359426e-10       2.282439167632e-12       8.722413532277e-12       1.502025685219e-14       3.031815441096e-14      -4.553935297172e-15      -1.469415489666e-16 
  714       4.623368691245e-10       2.308553318774e-12       8.724990863674e-12       1.503934654462e-14       3.016000450799e-14      -4.512970883870e-15      -1.488076253612e-16 
  715       4.600910821834e-10       2.334708022568e-12       8.724153143991e-12       1.505828772422e-14       3.000288553400e-14      -4.472409436779e-15      -1.506581646284e-16 
  716       4.578500629033e-10       2.360896728196e-12       8.719907303993e-12       1.507708257670e-14       2.984679115375e-14      -4.432237135287e-15      -1.524927729483e-16 
  717       4.556143034123e-10       2.387112814605e-12       8.712260588695e-12       1.509573332073e-14       2.969171483324e-14      -4.392439963172e-15      -1.543110536162e-16 
  718       4.533843001962e-10       2.413349590265e-12       8.701220558727e-12       1.511424220807e-14       2.953764983880e-14      -4.353003707859e-15      -1.561126070340e-16 
  719       4.511605541118e-10       2.439600292929e-12       8.686795091703e-12       1.513261152369e-14       2.938458923623e-14      -4.313913959685e-15      -1.578970307022e-16 
  720       4.489435703999e-10       2.465858089402e-12       8.668992383588e-12       1.515084358587e-14       2.923252588992e-14      -4.275156111160e-15      -1.596639192119e-16 
  721       4.467338586991e-10       2.492116075292e-12       8.647820950067e-12       1.516894074635e-14       2.908145246197e-14      -4.236715356229e-15      -1.614128642366e-16 
  722       4.445319330588e-10       2.518367274782e-12       8.623289627909e-12       1.518690539045e-14       2.893136141130e-14      -4.198576689533e-15      -1.631434545244e-16 
  723       4.423383119525e-10       2.544604640384e-12       8.595407576339e-12       1.520473993716e-14       2.878224499279e-14      -4.160724905672e-15      -1.648552758897e-16 
  724       4.401535182912e-10       2.570821052703e-12       8.564184278403e-12       1.522244683928e-14       2.863409525638e-14      -4.123144598467e-15      -1.665479112050e-16 
  725       4.379780794369e-10       2.597009320200e-12       8.529629542335e-12       1.524002858357e-14       2.848690404622e-14      -4.085820160221e-15      -1.682209403932e-16 
  726       4.358125272156e-10       2.623162178952e-12       8.491753502927e-12       1.525748769083e-14       2.834066299975e-14      -4.048735780979e-15      -1.698739404191e-16 
  727       4.336573979308e-10       2.649272292413e-12       8.450566622896e-12       1.527482671602e-14       2.819536354687e-14      -4.011875447796e-15      -1.715064852816e-16 
  728       4.315132323769e-10       2.675332251178e-12       8.406079694249e-12       1.529204824841e-14       2.805099690901e-14      -3.975222943992e-15      -1.731181460058e-16 
  729       4.293805758522e-10       2.701334572742e-12       8.358303839654e-12       1.530915491171e-14       2.790755409831e-14      -3.938761848417e-15      -1.747084906343e-16 
  730       4.272599781727e-10       2.727271701261e-12       8.307250513806e-12       1.532614936413e-14       2.776502591666e-14      -3.902475534715e-15      -1.762770842197e-16 
  731       4.251519936849e-10       2.753136007317e-12       8.252931504794e-12       1.534303429858e-14       2.762340295492e-14      -3.866347170580e-15      -1.778234888163e-16 
  732       4.230571812794e-10       2.778919787678e-12       8.195358935470e-12       1.535981244271e-14       2.748267559195e-14      -3.830359717024e-15      -1.793472634720e-16 
  733       4.209761044044e-10       2.804615265057e-12       8.134545264817e-12       1.537648655913e-14       2.734283399379e-14      -3.794495927635e-15      -1.808479642204e-16 
  734       4.189093310787e-10       2.830214587876e-12       8.070503289312e-12       1.539305944542e-14       2.720386811276e-14      -3.758738347841e-15      -1.823251440724e-16 
  735       4.168574339050e-10       2.855709830030e-12       8.003246144301e-12       1.540953393433e-14       2.706576768658e-14      -3.723069314171e-15      -1.837783530084e-16 
  736       4.148209900834e-10       2.881092990642e-12       7.932787305360e-12       1.542591289390e-14       2.692852223749e-14      -3.687470953516e-15      -1.852071379701e-16 
  737       4.128005814249e-10       2.906355993830e-12       7.859140589668e-12       1.544219922752e-14       2.679212107139e-14      -3.651925182392e-15      -1.866110428527e-16 
  738       4.107967943641e-10       2.931490688468e-12       7.782320157369e-12       1.545839587411e-14       2.665655327692e-14      -3.616413706202e-15      -1.879896084961e-16 
  739       4.088101654940e-10       2.956489388338e-12       7.702343592839e-12       1.547450574577e-14       2.652180916948e-14      -3.580922437485e-15      -1.893424632641e-16 
  740       4.068410169616e-10       2.981346504784e-12       7.619241212408e-12       1.549053153922e-14       2.638788465618e-14      -3.545454847822e-15      -1.906695967557e-16 
  741       4.048896178495e-10       3.006056945809e-12       7.533046943054e-12       1.550647592083e-14       2.625477695528e-14      -3.510018877996e-15      -1.919710914795e-16 
  742       4.029562383624e-10       3.030615578486e-12       7.443795261187e-12       1.552234158893e-14       2.612248315857e-14      -3.474622543106e-15      -1.932470327689e-16 
  743       4.010411498281e-10       3.055017228834e-12       7.351521194689e-12       1.553813127388e-14       2.599100023084e-14      -3.439273932799e-15      -1.944975087934e-16 
  744       3.991446246993e-10       3.079256681699e-12       7.256260324964e-12       1.555384773815e-14       2.586032500928e-14      -3.403981211505e-15      -1.957226105707e-16 
  745       3.972669365546e-10       3.103328680635e-12       7.158048788976e-12       1.556949377647e-14       2.573045420294e-14      -3.368752618660e-15      -1.969224319784e-16 
  746       3.954083601002e-10       3.127227927784e-12       7.056923281294e-12       1.558507221591e-14       2.560138439217e-14      -3.333596468947e-15      -1.980970697658e-16 
  747       3.935691711709e-10       3.150949083754e-12       6.952921056137e-12       1.560058591603e-14       2.547311202804e-14      -3.298521152522e-15      -1.992466235659e-16 
  748       3.917496467319e-10       3.174486767503e-12       6.846079929416e-12       1.561603776891e-14       2.534563343179e-14      -3.263535135246e-15      -2.003711959067e-16 
  749       3.899500648795e-10       3.197835556216e-12       6.736438280777e-12       1.563143069935e-14       2.521894479429e-14      -3.228646958919e-15      -2.014708922236e-16 
  750       3.881707048434e-10       3.220989985186e-12       6.624035055646e-12       1.564676766489e-14       2.509304217542e-14      -3.193865241509e-15      -2.025458208709e-16 
  751       3.864118469871e-10       3.243944547694e-12       6.508909767272e-12       1.566205165598e-14       2.496792150358e-14      -3.159198677385e-15      -2.035960931334e-16 
  752       3.846737728099e-10       3.266693694888e-12       6.391102498768e-12       1.567728569608e-14       2.484357857506e-14      -3.124656037547e-15      -2.046218232386e-16 
  753       3.829567649483e-10       3.289231835669e-12       6.270653905159e-12       1.569247284174e-14       2.472000905354e-14      -3.090246169861e-15      -2.056231283684e-16 
  754       3.812611071766e-10       3.311553336561e-12       6.147605215420e-12       1.570761618271e-14       2.459720846947e-14      -3.055977999286e-15      -2.066001286707e-16 
  755       3.795870844094e-10       3.333652521600e-12       6.021998234524e-12       1.572271884207e-14       2.447517221956e-14      -3.021860528109e-15      -2.075529472714e-16 
  756       3.779349827020e-10       3.355523672211e-12       5.893875345484e-12       1.573778397635e-14       2.435389556617e-14      -2.987902836174e-15      -2.084817102859e-16 
  757       3.763050892523e-10       3.377161027085e-12       5.763279511396e-12       1.575281477558e-14       2.423337363681e-14      -2.954114081116e-15      -2.093865468315e-16 
  758       3.746976924019e-10       3.398558782066e-12       5.630254277482e-12       1.576781446345e-14       2.411360142349e-14      -2.920503498591e-15      -2.102675890387e-16 
  759       3.731130816376e-10       3.419711090024e-12       5.494843773133e-12       1.578278629741e-14       2.399457378226e-14      -2.887080402509e-15      -2.111249720628e-16 
  760       3.715515475927e-10       3.440612060741e-12       5.357092713956e-12       1.579773356874e-14       2.387628543255e-14      -2.853854185261e-15      -2.119588340966e-16 
  761       3.700133820486e-10       3.461255760785e-12       5.217046403813e-12       1.581265960272e-14       2.375873095669e-14      -2.820834317959e-15      -2.127693163812e-16 
  762       3.684988779358e-10       3.481636213397e-12       5.074750736868e-12       1.582756775867e-14       2.364190479930e-14      -2.788030350658e-15      -2.135565632183e-16 
  763       3.670083293353e-10       3.501747398366e-12       4.930252199625e-12       1.584246143012e-14       2.352580126674e-14      -2.755451912596e-15      -2.143207219821e-16 
  764       3.655420314805e-10       3.521583251911e-12       4.783597872980e-12       1.585734404487e-14       2.341041452656e-14      -2.723108712419e-15      -2.150619431308e-16 
  765       3.641002807576e-10       3.541137666561e-12       4.634835434257e-12       1.587221906512e-14       2.329573860689e-14      -2.691010538416e-15      -2.157803802185e-16 
  766       3.626833747080e-10       3.560404491035e-12       4.484013159254e-12       1.588708998758e-14       2.318176739597e-14      -2.659167258750e-15      -2.164761899072e-16 
  767       3.612916120291e-10       3.579377530122e-12       4.331179924286e-12       1.590196034357e-14       2.306849464150e-14      -2.627588821690e-15      -2.171495319783e-16 
  768       3.599252925755e-10       3.598050544562e-12       4.176385208232e-12       1.591683369912e-14       2.295591395010e-14      -2.596285255840e-15      -2.178005693445e-16 
  769       3.585847173610e-10       3.616417250925e-12       4.019679094571e-12       1.593171365510e-14       2.284401878680e-14      -2.565266670374e-15      -2.184294680617e-16 
  770       3.572701885592e-10       3.634471321491e-12       3.861112273432e-12       1.594660384731e-14       2.273280247441e-14      -2.534543255266e-15      -2.190363973408e-16 
  771       3.559820095055e-10       3.652206384133e-12       3.700736043637e-12       1.596150794658e-14       2.262225819299e-14      -2.504125281520e-15      -2.196215295594e-16 
  772       3.547204846982e-10       3.669616022191e-12       3.538602314738e-12       1.597642965891e-14       2.251237897927e-14      -2.474023101404e-15      -2.201850402735e-16 
  773       3.534859197998e-10       3.686693774358e-12       3.374763609070e-12       1.599137272554e-14       2.240315772614e-14      -2.444247148682e-15      -2.207271082296e-16 
  774       3.522786216386e-10       3.703433134560e-12       3.209273063786e-12       1.600634092309e-14       2.229458718201e-14      -2.414807938843e-15      -2.212479153762e-16 
  775       3.510988982096e-10       3.719827551831e-12       3.042184432906e-12       1.602133806364e-14       2.218665995031e-14      -2.385716069332e-15      -2.217476468759e-16 
  776       3.499470586765e-10       3.735870430197e-12       2.873552089356e-12       1.603636799486e-14       2.207936848890e-14      -2.356982219786e-15      -2.222264911170e-16 
  777       3.488234133726e-10       3.751555128557e-12       2.703431027017e-12       1.605143460011e-14       2.197270510952e-14      -2.328617152261e-15      -2.226846397251e-16 
  778       3.477282224386e-10       3.766875749832e-12       2.531875578929e-12       1.606654151116e-14       2.186666296464e-14      -2.300629108780e-15      -2.231222205421e-16 
  779       3.466615406764e-10       3.781829524895e-12       2.358935541437e-12       1.608169124033e-14       2.176123902949e-14      -2.273015949980e-15      -2.235390951584e-16 
  780       3.456233697885e-10       3.796414473113e-12       2.184659981410e-12       1.609688603229e-14       2.165643117483e-14      -2.245772869499e-15      -2.239350576067e-16 
  781       3.446137094693e-10       3.810628617157e-12       2.009098515281e-12       1.611212815005e-14       2.155223718426e-14      -2.218894983021e-15      -2.243099010505e-16 
  782       3.436325573965e-10       3.824469983039e-12       1.832301310833e-12       1.612741987495e-14       2.144865475383e-14      -2.192377328000e-15      -2.246634177819e-16 
  783       3.426799092222e-10       3.837936600155e-12       1.654319088988e-12       1.614276350674e-14       2.134568149168e-14      -2.166214863366e-15      -2.249953992207e-16 
  784       3.417557585641e-10       3.851026501311e-12       1.475203125598e-12       1.615816136366e-14       2.124331491766e-14      -2.140402469249e-15      -2.253056359125e-16 
  785       3.408600969965e-10       3.863737722767e-12       1.295005253233e-12       1.617361578244e-14       2.114155246298e-14      -2.114934946692e-15      -2.255939175277e-16 
  786       3.399929140419e-10       3.876068304273e-12       1.113777862970e-12       1.618912911837e-14       2.104039146985e-14      -2.089807017366e-15      -2.258600328594e-16 
  787       3.391541971619e-10       3.888016289101e-12       9.315739061847e-13       1.620470374538e-14       2.093982919110e-14      -2.065013323291e-15      -2.261037698227e-16 
  788       3.383439317483e-10       3.899579724085e-12       7.484468963363e-13       1.622034205602e-14       2.083986278980e-14      -2.040548426544e-15      -2.263249154525e-16 
  789       3.375621011146e-10       3.910756659655e-12       5.644509107610e-13       1.623604646160e-14       2.074048933893e-14      -2.016406808986e-15      -2.265232559024e-16 
  790       3.368086864870e-10       3.921545149877e-12       3.796405924591e-13       1.625181939217e-14       2.064170582099e-14      -1.992582871968e-15      -2.266985764434e-16 
  791       3.360836669958e-10       3.931943252486e-12       1.940711518846e-13       1.626766329661e-14       2.054350912763e-14      -1.969070936055e-15      -2.268506614619e-16 
  792       3.353870196663e-10       3.941949028924e-12       7.798368734430e-15       1.628358064266e-14       2.044589605928e-14      -1.945865240736e-15      -2.269792944586e-16 
  793       3.347187194100e-10       3.951560544375e-12      -1.791214062622e-13       1.629957391698e-14       2.034886332483e-14      -1.922959944144e-15      -2.270842580471e-16 
  794       3.340787390163e-10       3.960775867803e-12      -3.666312495545e-13       1.631564562519e-14       2.025240754119e-14      -1.900349122774e-15      -2.271653339521e-16 
  795       3.334670491429e-10       3.969593071987e-12      -5.546736629814e-13       1.633179829195e-14       2.015652523299e-14      -1.878026771192e-15      -2.272223030083e-16 
  796       3.328836183078e-10       3.978010233560e-12      -7.431905719814e-13       1.634803446098e-14       2.006121283216e-14      -1.855986801760e-15      -2.272549451586e-16 
  797       3.323284128800e-10       3.986025433043e-12      -9.321233238043e-13       1.636435669512e-14       1.996646667762e-14      -1.834223044345e-15      -2.272630394528e-16 
  798       3.318013970705e-10       3.993636754880e-12      -1.121412685721e-12       1.638076757637e-14       1.987228301485e-14      -1.812729246039e-15      -2.272463640460e-16 
  799       3.313025329244e-10       4.000842287479e-12      -1.310998843236e-12       1.639726970597e-14       1.977865799557e-14      -1.791499070876e-15      -2.272046961975e-16 
  800       3.308317803110e-10       4.007640123243e-12      -1.500821398295e-12       1.641386570444e-14       1.968558767737e-14      -1.770526099544e-15      -2.271378122688e-16 
  801       3.303890969157e-10       4.014028358612e-12      -1.690819367499e-12       1.643055821160e-14       1.959306802332e-14      -1.749803829107e-15      -2.270454877224e-16 
  802       3.299744382309e-10       4.020005094095e-12      -1.880931180314e-12       1.644734988667e-14       1.950109490162e-14      -1.729325672715e-15      -2.269274971204e-16 
  803       3.295877575476e-10       4.025568434309e-12      -2.071094677280e-12       1.646424340827e-14       1.940966408523e-14      -1.709084959325e-15      -2.267836141228e-16 
  804       3.292290059458e-10       4.030716488012e-12      -2.261247108224e-12       1.648124147451e-14       1.931877125151e-14      -1.689074933416e-15      -2.266136114865e-16 
  805       3.288981322866e-10       4.035447368144e-12      -2.451325130470e-12       1.649834680303e-14       1.922841198184e-14      -1.669288754702e-15      -2.264172610630e-16 
  806       3.285950832027e-10       4.039759191861e-12      -2.641264807051e-12       1.651556213106e-14       1.913858176126e-14      -1.649719497855e-15      -2.261943337977e-16 
  807       3.283198030901e-10       4.043650080571e-12      -2.831001604916e-12       1.653289021542e-14       1.904927597811e-14      -1.630360152214e-15      -2.259445997282e-16 
  808       3.280722340988e-10       4.047118159970e-12      -3.020470393145e-12       1.655033383264e-14       1.896048992366e-14      -1.611203621506e-15      -2.256678279827e-16 
  809       3.278523161244e-10       4.050161560082e-12      -3.209605441158e-12       1.656789577897e-14       1.887221879174e-14      -1.592242723559e-15      -2.253637867785e-16 
  810       3.276599867992e-10       4.052778415290e-12      -3.398340416924e-12       1.658557887046e-14       1.878445767838e-14      -1.573470190022e-15      -2.250322434207e-16 
  811       3.274951814834e-10       4.054966864377e-12      -3.586608385177e-12       1.660338594295e-14       1.869720158142e-14      -1.554878666078e-15      -2.246729643008e-16 
  812       3.273578332560e-10       4.056725050560e-12      -3.774341805620e-12       1.662131985221e-14       1.861044540019e-14      -1.536460710160e-15      -2.242857148948e-16 
  813       3.272478729065e-10       4.058051121526e-12      -3.961472531140e-12       1.663938347391e-14       1.852418393510e-14      -1.518208793671e-15      -2.238702597624e-16 
  814       3.271652289257e-10       4.058943229471e-12      -4.147931806020e-12       1.665757970371e-14       1.843841188729e-14      -1.500115300696e-15      -2.234263625446e-16 
  815       3.271098274970e-10       4.059399531134e-12      -4.333650264145e-12       1.667591145731e-14       1.835312385828e-14      -1.482172527720e-15      -2.229537859634e-16 
  816       3.270815924877e-10       4.059418187833e-12      -4.518557927217e-12       1.669438167050e-14       1.826831434957e-14      -1.464372683344e-15      -2.224522918192e-16 
  817       3.270804180514e-10       4.058998055804e-12      -4.702589181356e-12       1.671299290318e-14       1.818397844806e-14      -1.446709414593e-15      -2.219218681779e-16 
  818       3.271060859156e-10       4.058140770648e-12      -4.885697807984e-12       1.673174614360e-14       1.810011389648e-14      -1.429182416291e-15      -2.213634153818e-16 
  819       3.271583465995e-10       4.056848700186e-12      -5.067842217883e-12       1.675064198287e-14       1.801671905919e-14      -1.411792903456e-15      -2.207780722890e-16 
  820       3.272369466547e-10       4.055124257697e-12      -5.248980496230e-12       1.676968100903e-14       1.793379223956e-14      -1.394542092162e-15      -2.201669902357e-16 
  821       3.273416286515e-10       4.052969902072e-12      -5.429070401707e-12       1.678886380703e-14       1.785133167973e-14      -1.377431199525e-15      -2.195313330749e-16 
  822       3.274721311657e-10       4.050388137980e-12      -5.608069365602e-12       1.680819095866e-14       1.776933556030e-14      -1.360461443698e-15      -2.188722772160e-16 
  823       3.276281887642e-10       4.047381516028e-12      -5.785934490915e-12       1.682766304263e-14       1.768780200018e-14      -1.343634043856e-15      -2.181910116644e-16 
  824       3.278095319918e-10       4.043952632917e-12      -5.962622551465e-12       1.684728063443e-14       1.760672905628e-14      -1.326950220194e-15      -2.174887380601e-16 
  825       3.280158873572e-10       4.040104131608e-12      -6.138089990990e-12       1.686704430642e-14       1.752611472329e-14      -1.310411193910e-15      -2.167666707178e-16 
  826       3.282469773192e-10       4.035838701476e-12      -6.312292922255e-12       1.688695462773e-14       1.744595693345e-14      -1.294018187198e-15      -2.160260366658e-16 
  827       3.285025202734e-10       4.031159078477e-12      -6.485187126157e-12       1.690701216428e-14       1.736625355626e-14      -1.277772423240e-15      -2.152680756853e-16 
  828       3.287822305380e-10       4.026068045303e-12      -6.656728050828e-12       1.692721747875e-14       1.728700239831e-14      -1.261675126195e-15      -2.144940403500e-16 
  829       3.290858183403e-10       4.020568431546e-12      -6.826870810739e-12       1.694757113055e-14       1.720820120295e-14      -1.245727521186e-15      -2.137051960650e-16 
  830       3.294129898031e-10       4.014663113857e-12      -6.995570185808e-12       1.696807367582e-14       1.712984765013e-14      -1.229930834299e-15      -2.129028211067e-16 
  831       3.297634469307e-10       4.008355016104e-12      -7.162780620500e-12       1.698872566739e-14       1.705193935609e-14      -1.214286292563e-15      -2.120882066615e-16 
  832       3.301368875953e-10       4.001647109538e-12      -7.328456222938e-12       1.700952765477e-14       1.697447387318e-14      -1.198795123947e-15      -2.112626568654e-16 
  833       3.305330055234e-10       3.994542412948e-12      -7.492550764000e-12       1.703048018413e-14       1.689744868954e-14      -1.183458557349e-15      -2.104274888437e-16 
  834       3.309514902819e-10       3.987043992822e-12      -7.655017676430e-12       1.705158379826e-14       1.682086122894e-14      -1.168277822585e-15      -2.095840327495e-16 
  835       3.313920272643e-10       3.979154963511e-12      -7.815810053939e-12       1.707283903660e-14       1.674470885046e-14      -1.153254150381e-15      -2.087336318037e-16 
  836       3.318542976775e-10       3.970878487385e-12      -7.974880650313e-12       1.709424643516e-14       1.666898884830e-14      -1.138388772361e-15      -2.078776423341e-16 
  837       3.323379785273e-10       3.962217774998e-12      -8.132181878514e-12       1.711580652652e-14       1.659369845152e-14      -1.123682921042e-15      -2.070174338147e-16 
  838       3.328427426052e-10       3.953176085244e-12      -8.287665809787e-12       1.713751983984e-14       1.651883482379e-14      -1.109137829817e-15      -2.061543889050e-16 
  839       3.333682584747e-10       3.943756725518e-12      -8.441284172763e-12       1.715938690080e-14       1.644439506316e-14      -1.094754732952e-15      -2.052899034893e-16 
  840       3.339141904574e-10       3.933963051878e-12      -8.592988352566e-12       1.718140823159e-14       1.637037620181e-14      -1.080534865574e-15      -2.044253867163e-16 
  841       3.344801986190e-10       3.923798469207e-12      -8.742729389916e-12       1.720358435091e-14       1.629677520579e-14      -1.066479463660e-15      -2.035622610380e-16 
  842       3.350659387563e-10       3.913266431368e-12      -8.890457980234e-12       1.722591577392e-14       1.622358897481e-14      -1.052589764029e-15      -2.027019622493e-16 
  843       3.356710623828e-10       3.902370441369e-12      -9.036124472746e-12       1.724840301223e-14       1.615081434196e-14      -1.038867004333e-15      -2.018459395272e-16 
  844       3.362952167153e-10       3.891114051522e-12      -9.179678869591e-12       1.727104657391e-14       1.607844807352e-14      -1.025312423043e-15      -2.009956554702e-16 
  845       3.369380446602e-10       3.879500863602e-12      -9.321070824920e-12       1.729384696341e-14       1.600648686866e-14      -1.011927259446e-15      -2.001525861376e-16 
  846       3.375991847995e-10       3.867534529008e-12      -9.460249644005e-12       1.731680468158e-14       1.593492735921e-14      -9.987127536297e-16      -1.993182210889e-16 
  847       3.382782713776e-10       3.855218748927e-12      -9.597164282343e-12       1.733992022567e-14       1.586376610944e-14      -9.856701464755e-16      -1.984940634228e-16 
  848       3.389749342868e-10       3.842557274488e-12      -9.731763344759e-12       1.736319408925e-14       1.579299961581e-14      -9.728006796485e-16      -1.976816298170e-16 
  849       3.396887990545e-10       3.829553906927e-12      -9.863995084514e-12       1.738662676222e-14       1.572262430671e-14      -9.601055955873e-16      -1.968824505670e-16 
  850       3.404194868286e-10       3.816212497745e-12      -9.993807402404e-12       1.741021873081e-14       1.565263654223e-14      -9.475861374947e-16      -1.960980696260e-16 
  851       3.411666143645e-10       3.802536948869e-12      -1.012114784587e-11       1.743397047754e-14       1.558303261391e-14      -9.352435493280e-16      -1.953300446438e-16 
  852       3.419297940108e-10       3.788531212815e-12      -1.024596360811e-11       1.745788248119e-14       1.551380874450e-14      -9.230790757893e-16      -1.945799470061e-16 
  853       3.427086336960e-10       3.774199292843e-12      -1.036820152715e-11       1.748195521678e-14       1.544496108772e-14      -9.110939623157e-16      -1.938493618741e-16 
  854       3.435027369145e-10       3.759545243121e-12      -1.048780808500e-11       1.750618915559e-14       1.537648572802e-14      -8.992894550700e-16      -1.931398882236e-16 
  855       3.443117027131e-10       3.744573168886e-12      -1.060472940672e-11       1.753058476508e-14       1.530837868032e-14      -8.876668009304e-16      -1.924531388846e-16 
  856       3.451351324031e-10       3.729287489352e-12      -1.071891789767e-11       1.755514218278e-14       1.524063637328e-14      -8.762264417280e-16      -1.917902089247e-16 
  857       3.459726498501e-10       3.713693731037e-12      -1.083035228115e-11       1.757986023175e-14       1.517325710863e-14      -8.649655819153e-16      -1.911500707847e-16 
  858       3.468238815030e-10       3.697797748285e-12      -1.093901790066e-11       1.760473738828e-14       1.510623962621e-14      -8.538805794013e-16      -1.905311518546e-16 
  859       3.476884496868e-10       3.681605461940e-12      -1.104490011294e-11       1.762977210643e-14       1.503958262263e-14      -8.429677474053e-16      -1.899318636016e-16 
  860       3.485659725902e-10       3.665122859554e-12      -1.114798428816e-11       1.765496281795e-14       1.497328475103e-14      -8.322233543152e-16      -1.893506015221e-16 
  861       3.494560642523e-10       3.648355995590e-12      -1.124825581009e-11       1.768030793220e-14       1.490734462097e-14      -8.216436235461e-16      -1.887857450945e-16 
  862       3.503583345508e-10       3.631310991620e-12      -1.134570007631e-11       1.770580583608e-14       1.484176079826e-14      -8.112247333986e-16      -1.882356577313e-16 
  863       3.512723891889e-10       3.613994036536e-12      -1.144030249841e-11       1.773145489397e-14       1.477653180475e-14      -8.009628169180e-16      -1.876986867313e-16 
  864       3.521978296828e-10       3.596411386747e-12      -1.153204850214e-11       1.775725344766e-14       1.471165611824e-14      -7.908539617520e-16      -1.871731632325e-16 
  865       3.531342533489e-10       3.578569366386e-12      -1.162092352765e-11       1.778319981623e-14       1.464713217225e-14      -7.808942100096e-16      -1.866574021638e-16 
  866       3.540812532915e-10       3.560474367511e-12      -1.170691302964e-11       1.780929229604e-14       1.458295835588e-14      -7.710795581198e-16      -1.861497021977e-16 
  867       3.550384183901e-10       3.542132850313e-12      -1.179000247758e-11       1.783552916061e-14       1.451913301366e-14      -7.614059566898e-16      -1.856483457027e-16 
  868       3.560053332864e-10       3.523551343311e-12      -1.187017735587e-11       1.786190866055e-14       1.445565444536e-14      -7.518693103637e-16      -1.851515986955e-16 
  869       3.569815783723e-10       3.504736443563e-12      -1.194742316408e-11       1.788842902352e-14       1.439252090586e-14      -7.424654776810e-16      -1.846577107935e-16 
  870       3.579667297767e-10       3.485694816866e-12      -1.202172541707e-11       1.791508845412e-14       1.432973060493e-14      -7.331902709352e-16      -1.841649151670e-16 
  871       3.589603593533e-10       3.466433197960e-12      -1.209306964525e-11       1.794188513385e-14       1.426728170714e-14      -7.240394560321e-16      -1.836714284915e-16 
  872       3.599620346676e-10       3.446958390731e-12      -1.216144139472e-11       1.796881722099e-14       1.420517233163e-14      -7.150087523485e-16      -1.831754509004e-16 
  873       3.609713189847e-10       3.427277268414e-12      -1.222682622751e-11       1.799588285056e-14       1.414340055199e-14      -7.060938325908e-16      -1.826751659371e-16 
  874       3.619877712563e-10       3.407396773797e-12      -1.228920972170e-11       1.802308013426e-14       1.408196439605e-14      -6.972903226534e-16      -1.821687405072e-16 
  875       3.630109461084e-10       3.387323919426e-12      -1.234857747167e-11       1.805040716036e-14       1.402086184576e-14      -6.885938014771e-16      -1.816543248312e-16 
  876       3.640403938282e-10       3.367065787803e-12      -1.240491508830e-11       1.807786199362e-14       1.396009083703e-14      -6.799998009080e-16      -1.811300523967e-16 
  877       3.650756603522e-10       3.346629531595e-12      -1.245820819908e-11       1.810544267528e-14       1.389964925952e-14      -6.715038055556e-16      -1.805940399106e-16 
  878       3.661162872529e-10       3.326022373835e-12      -1.250844244840e-11       1.813314722293e-14       1.383953495650e-14      -6.631012526516e-16      -1.800443872518e-16 
  879       3.671618117265e-10       3.305251608126e-12      -1.255560349766e-11       1.816097363042e-14       1.377974572471e-14      -6.547875319085e-16      -1.794791774232e-16 
  880       3.682117665803e-10       3.284324598842e-12      -1.259967702552e-11       1.818891986786e-14       1.372027931414e-14      -6.465579853777e-16      -1.788964765043e-16 
  881       3.692656802198e-10       3.263248781335e-12      -1.264064872805e-11       1.821698388149e-14       1.366113342793e-14      -6.384079073086e-16      -1.782943336034e-16 
  882       3.703230766365e-10       3.242031662135e-12      -1.267850431894e-11       1.824516359360e-14       1.360230572215e-14      -6.303325440065e-16      -1.776707808100e-16 
  883       3.713834753950e-10       3.220680819155e-12      -1.271322952968e-11       1.827345690250e-14       1.354379380569e-14      -6.223270936919e-16      -1.770238331473e-16 
  884       3.724463916204e-10       3.199203901896e-12      -1.274481010978e-11       1.830186168241e-14       1.348559524003e-14      -6.143867063581e-16      -1.763514885242e-16 
